_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	53560	7	798	1.0681533018867924	0.2125241175619213					424000	53560	7	798	7.240089622641509	5.349484530417399					424000	53560	7	798	6718.808518867924	3357.9824693768005					424000	53560	7	798	5.409966981132076	1.2571404853221937				
	424000	53610	7	791	1.0000849056603773	0.20590015726331912					424000	53610	7	792	5.906443396226415	5.315780136681028					424000	53610	7	792	6715.958566037736	3357.6946095664866					424000	53610	7	792	7.579021226415095	1.4699764059955818				
	424000	53660	7	821	1.501372641509434	0.2549956844967824					424000	53660	7	821	3.420698113207547	5.258384864001098					424000	53660	7	821	6689.506051886792	3355.0227707948875					424000	53660	7	821	4.074334905660377	1.1272815632524047				
	424000	53710	7	878	1.5022783018867925	0.2550849309866709					424000	53710	7	878	3.420568396226415	5.260525562748674					424000	53710	7	878	6703.606558962264	3356.4469937922813					424000	53710	7	878	4.079285377358491	1.127760701830848				
	424000	53760	7	821	1.080426886792453	0.213720198337832					424000	53760	7	821	7.153084905660378	5.349025043344379					424000	53760	7	821	6730.897632075472	3359.2035317338623					424000	53760	7	821	5.396396226415094	1.255815674658979				
	424000	53810	7	978	1.0793042452830188	0.21361077432597786					424000	53810	7	978	7.099283018867925	5.347529131650905					424000	53810	7	978	6730.225155660377	3359.1356081719814					424000	53810	7	978	5.411228773584906	1.257263649603037				
	424000	53860	7	741	1.5010754716981132	0.2549664008400968					424000	53860	7	741	3.4167264150943395	5.263452884416494					424000	53860	7	741	6723.350040094339	3358.4411862639267					424000	53860	7	741	4.07707783018868	1.1275470816480055				
	424000	53910	7	947	0.9977452830188679	0.20567277556642252					424000	53910	7	947	7.128702830188679	5.3505846696691					424000	53910	7	947	6745.551679245283	3360.683665780003					424000	53910	7	947	6.400452830188679	1.3540819982204981				
	424000	53960	7	804	1.4999716981132076	0.25485763447157667					424000	53960	7	804	3.4182759433962264	5.263432292335341					424000	53960	7	804	6723.019235849057	3358.4077733470463					424000	53960	7	804	4.084610849056604	1.1282761623089843				
	424000	54010	7	1004	0.999183962264151	0.20581259457862006					424000	54010	7	1004	7.00185141509434	5.347358234961448					424000	54010	7	1004	6745.873398584906	3360.716161086729					424000	54010	7	1004	6.46733962264151	1.3606446460860386				
	424000	54060	7	977	0.998877358490566	0.2057827964426217					424000	54060	7	977	6.718778301886792	5.34198425608106					424000	54060	7	977	6758.077790094339	3361.948867515516					424000	54060	7	977	6.78057783018868	1.391403114410338				
	424000	54110	7	832	0.9969622641509434	0.205596680568909					424000	54110	7	832	6.717193396226415	5.343818022737232					424000	54110	7	832	6770.575200471698	3363.211170524448					424000	54110	7	832	6.769669811320755	1.3903313466277727				
	424000	54160	7	767	0.9975377358490566	0.20565260558653561					424000	54160	7	767	7.1113844339622645	5.348506124049916					424000	54160	7	767	6734.659997641509	3359.583549967954					424000	54160	7	767	6.4078679245283015	1.3548094255005632				
	424000	54210	7	804	1.4984858490566038	0.25471122195081863					424000	54210	7	804	3.3879740566037735	5.268687306101162					424000	54210	7	804	6761.401091981132	3362.284538155293					424000	54210	7	804	4.1160943396226415	1.131323795075433				
	424000	54260	7	743	1.5035448113207548	0.255209739292545					424000	54260	7	743	3.3853608490566036	5.270351404866712					424000	54260	7	743	6772.675245283019	3363.4232859248714					424000	54260	7	743	4.117681603773585	1.131477478548908				
	424000	54310	7	933	0.9988066037735849	0.20577591999905767					424000	54310	7	933	6.714301886792453	5.346648277819					424000	54310	7	933	6789.937523584906	3365.166865539079					424000	54310	7	933	6.757311320754717	1.3891171266441675				
	424000	54360	7	1039	0.9996226415094339	0.20585522943810539					424000	54360	7	1039	6.965134433962264	5.35405204197731					424000	54360	7	1039	6796.866419811321	3365.866720083321					424000	54360	7	1039	6.518995283018868	1.3657142630728811				
	424000	54410	7	844	1.0014481132075472	0.2060326530909901					424000	54410	7	844	7.079132075471698	5.354473945104869					424000	54410	7	844	6780.110719339623	3364.174307320933					424000	54410	7	844	6.396780660377359	1.3537217905607402				
	424000	54460	7	1040	1.0000754716981133	0.20589924036086515					424000	54460	7	1040	6.032438679245283	5.332833306331845					424000	54460	7	1040	6809.352412735849	3367.127870402145					424000	54460	7	1040	7.46001179245283	1.4582505656249192				
	424000	54510	7	837	1.5033820754716982	0.2551937022958804					424000	54510	7	837	3.3769339622641508	5.279159934692936					424000	54510	7	837	6831.668740566038	3369.3819362004556					424000	54510	7	837	4.119247641509434	1.1316291874406779				
	424000	54560	7	819	1.0020754716981133	0.20609363097881955					424000	54560	7	819	7.0815919811320756	5.361748413141789					424000	54560	7	819	6828.287313679245	3369.040394381631					424000	54560	7	819	6.408872641509434	1.3549081169969148				
	424000	54610	7	740	1.0004811320754716	0.20593866745454076					424000	54610	7	740	6.99297641509434	5.360251882471792					424000	54610	7	740	6833.504912735849	3369.5673992299726					424000	54610	7	740	6.503141509433962	1.3641582907389516				
	424000	54660	7	816	0.998056603773585	0.2057030308349849					424000	54660	7	816	6.018200471698113	5.338778352427906					424000	54660	7	816	6851.1361297169815	3371.3482447517604					424000	54660	7	816	7.466247641509434	1.4588649144644297				
	424000	54710	7	835	1.117752358490566	0.21736064540872047					424000	54710	7	835	6.712790094339622	5.352142745308105					424000	54710	7	835	6826.835134433963	3368.8937166742276					424000	54710	7	835	5.329259433962264	1.249263134512987				
	424000	54760	7	769	1.498938679245283	0.2547558424540567					424000	54760	7	769	3.687301886792453	5.290811089682405					424000	54760	7	770	6868.914193396226	3373.143922921659					424000	54760	7	770	3.804662735849057	1.101210815800271				
	424000	54810	7	799	1.5025896226415094	0.25511560983441284					424000	54810	7	799	3.6906061320754717	5.285428592057606					424000	54810	7	799	6833.046995283019	3369.521147155876					424000	54810	7	799	3.804929245283019	1.101236492165857				
	424000	54860	7	815	1.1256037735849056	0.2181269772730962					424000	54860	7	815	6.626341981132075	5.352593825024834					424000	54860	7	815	6844.277683962264	3370.6555056569746					424000	54860	7	815	5.344773584905661	1.2507771072471663				
	424000	54910	7	800	0.999372641509434	0.20583093206507685					424000	54910	7	800	7.09772641509434	5.3676056225986315					424000	54910	7	800	6864.638179245283	3372.712022920064					424000	54910	7	800	6.391082547169812	1.353162933536168				
	424000	54960	7	841	0.9996745283018867	0.20586027231788318					424000	54960	7	841	6.808603773584906	5.3606969850129556					424000	54960	7	841	6867.789851415095	3373.0303584466405					424000	54960	7	841	6.697889150943396	1.3832797631261207				
	424000	55010	7	841	1.1312405660377358	0.21867727051964675					424000	55010	7	841	6.566299528301887	5.355771058332629					424000	55010	7	841	6875.416405660378	3373.8006807328184					424000	55010	7	841	5.327691037735849	1.249110124566904				
	424000	55060	7	1622	1.1348938679245284	0.21903397731591304					424000	55060	7	1622	6.494530660377358	5.356125753809583					424000	55060	7	1623	6889.619808962264	3375.2352997105563					424000	55060	7	1623	5.337132075471698	1.2500314200714753				
	424000	55110	7	994	1.000132075471698	0.2059047417793928					424000	55110	7	994	5.9902759433962265	5.341600192322544					424000	55110	7	994	6874.315766509434	3373.6895103584134					424000	55110	7	994	7.490443396226415	1.461248604609786				
	424000	55160	7	757	0.9992830188679245	0.20582222174227718					424000	55160	7	757	6.813877358490566	5.364145383942075					424000	55160	7	757	6889.906613207547	3375.2642684511684					424000	55160	7	757	6.664207547169811	1.37997162566732				
	424000	55210	7	932	0.9995754716981132	0.20585064501015363					424000	55210	7	932	7.048030660377359	5.37114506729476					424000	55210	7	932	6896.821910377358	3375.9627501909					424000	55210	7	932	6.439476415094339	1.3579108036354628				
	424000	55260	7	916	1.141129716981132	0.21964293726648557					424000	55260	7	916	6.4216297169811325	5.357004394150565					424000	55260	7	916	6907.4260188679245	3377.0338215418847					424000	55260	7	916	5.317613207547169	1.248126758373024				
	424000	55310	7	807	1.5026674528301887	0.2551232795757557					424000	55310	7	807	3.6483254716981133	5.297105297219791					424000	55310	7	807	6915.365080188679	3377.835709049248					424000	55310	7	807	3.863070754716981	1.1068528106860749				
	424000	55360	7	761	0.9963160377358491	0.20553388098629743					424000	55360	7	761	6.80923820754717	5.372211380217439					424000	55360	7	761	6944.49525	3380.7780120191633					424000	55360	7	761	6.675122641509434	1.3810437175409536				
	424000	55410	7	806	1.0017641509433963	0.20606337109395384					424000	55410	7	806	7.111808962264151	5.378512754907453					424000	55410	7	806	6935.077910377358	3379.8268102532525					424000	55410	7	806	6.391872641509434	1.3532405423748126				
	424000	55460	7	931	1.4989669811320754	0.2547586312488831					424000	55460	7	931	3.618634433962264	5.296902146623234					424000	55460	7	931	6917.830285377358	3378.084707919566					424000	55460	7	931	3.87548820754717	1.1080526197805152				
	424000	55510	7	877	1.000433962264151	0.20593408287807594					424000	55510	7	877	5.986	5.348598612308684					424000	55510	7	877	6921.503405660377	3378.455712678855					424000	55510	7	877	7.511997641509434	1.4633722686920088				
	424000	55560	7	883	1.1597759433962265	0.22146452998682478					424000	55560	7	883	6.358943396226415	5.362006627955395					424000	55560	7	883	6950.945615566037	3381.429533580688					424000	55560	7	883	5.249521226415094	1.2414839687102377				
	424000	55610	7	1016	0.9992971698113208	0.2058235970547763					424000	55610	7	1016	6.819509433962264	5.375450883873356					424000	55610	7	1016	6964.376554245283	3382.786130653754					424000	55610	7	1016	6.658794811320755	1.3794401395401776				
	424000	55660	7	743	0.9987971698113207	0.2057750031407098					424000	55660	7	743	7.06602358490566	5.381497724990054					424000	55660	7	743	6962.877820754717	3382.634750489749					424000	55660	7	743	6.421247641509434	1.3561223899254087				
	424000	55710	7	850	0.9988349056603774	0.20577867057405977					424000	55710	7	850	6.81498820754717	5.374831732149147					424000	55710	7	850	6961.007047169811	3382.4457922914476					424000	55710	7	850	6.687452830188679	1.382254799909255				
	424000	55760	7	770	0.9991650943396226	0.20581076083664365					424000	55760	7	770	6.811990566037736	5.3786042065775685					424000	55760	7	770	6986.674224056604	3385.0383156908397					424000	55760	7	770	6.6739481132075476	1.3809284184917126				
	424000	55810	7	847	0.9990235849056603	0.20579700781718724					424000	55810	7	847	7.0951674528301885	5.382098667436555					424000	55810	7	848	6961.891726415094	3382.535149650121					424000	55810	7	848	6.401096698113207	1.3541454575221068				
	424000	55860	7	802	0.9989622641509434	0.20579104819901622					424000	55860	7	802	5.970754716981132	5.35993702619184					424000	55860	7	802	6999.250313679246	3386.308568882443					424000	55860	7	802	7.520226415094339	1.4641831373455612				
	424000	55910	7	762	0.9970849056603773	0.20560859891278618					424000	55910	7	762	7.109205188679245	5.385649324053906					424000	55910	7	762	6983.196530660377	3384.6870498463795					424000	55910	7	762	6.369915094339623	1.3510867177573052				
	424000	55960	7	878	0.9997971698113207	0.20587219189112665					424000	55960	7	878	5.967264150943397	5.35661664795226					424000	55960	7	878	6977.737511792453	3384.1356594301737					424000	55960	7	878	7.520320754716981	1.4641924039847254				
	424000	56010	7	733	0.9999858490566038	0.20589052980583777					424000	56010	7	734	7.1014410377358494	5.38913162709784					424000	56010	7	734	7007.788396226415	3387.1709615866007					424000	56010	7	734	6.404344339622641	1.354464126364809				
	424000	56060	7	725	0.9998679245283019	0.20587906859433397					424000	56060	7	725	6.821643867924529	5.3812696403311975					424000	56060	7	725	7002.830580188679	3386.6701952369194					424000	56060	7	725	6.653584905660377	1.378928534578691				
	424000	56110	7	946	1.001872641509434	0.20607391616489187					424000	56110	7	946	7.130099056603774	5.390952311927625					424000	56110	7	946	7015.027334905661	3387.9021337681684					424000	56110	7	946	6.396106132075472	1.3536559606897336				
	424000	56160	7	999	1.502186320754717	0.2550758668176795					424000	56160	7	999	3.593884433962264	5.312249276985363					424000	56160	7	999	7021.993455188679	3388.6057498601117					424000	56160	7	999	3.9063891509433963	1.1110390580096585				
	424000	56210	7	850	0.9996037735849057	0.20585339566533717					424000	56210	7	850	7.093882075471698	5.389373163457323					424000	56210	7	850	7010.698117924529	3387.464859288115					424000	56210	7	850	6.38502358490566	1.352568774388022				
	424000	56260	7	790	0.9999150943396227	0.20588365307243375					424000	56260	7	790	6.854681603773585	5.391821745192578					424000	56260	7	790	7067.660908018868	3393.2184126215457					424000	56260	7	790	6.655294811320755	1.3790965583104633				
	424000	56310	7	966	1.4992712264150942	0.2547886108905814					424000	56310	7	966	3.619400943396226	5.315052182512668					424000	56310	7	966	7037.1912735849055	3390.1408124746113					424000	56310	7	966	3.8760872641509434	1.1081107104485732				
	424000	56360	7	967	0.9982877358490566	0.20572549331147913					424000	56360	7	967	6.838617924528302	5.383379692879959					424000	56360	7	967	7014.051080188679	3387.8035267219025					424000	56360	7	967	6.63926179245283	1.37752195552024				
	424000	56410	7	891	1.0000047169811321	0.20589236360458296					424000	56410	7	891	6.840323113207547	5.3871530509419285					424000	56410	7	891	7038.9338867924525	3390.316825927625					424000	56410	7	891	6.628358490566038	1.3764512898498111				
	424000	56460	7	856	0.9980377358490566	0.20570119717245886					424000	56460	7	856	7.098983490566038	5.3952688560621205					424000	56460	7	856	7049.197433962264	3391.3535003708093					424000	56460	7	856	6.4171462264150945	1.3557201295355652				
	424000	56510	7	877	1.5011603773584905	0.2549747675806847					424000	56510	7	877	3.4775330188679243	5.320076595754762					424000	56510	7	878	7088.186146226415	3395.291574785176					424000	56510	7	878	4.021919811320755	1.1222105515505443				
	424000	56560	7	845	0.9990377358490566	0.20579838311656162					424000	56560	7	845	5.965009433962265	5.3683673905293					424000	56560	7	845	7056.16408018868	3392.0571698481485					424000	56560	7	845	7.544056603773585	1.4665312985426748				
	424000	56610	7	726	1.0013867924528301	0.20602669292359052					424000	56610	7	726	6.873525943396227	5.391899251081665					424000	56610	7	726	7065.0066603773585	3392.950319014274					424000	56610	7	726	6.599735849056604	1.373640832007				
